"07938: Personer med helse- og sosialfaglig utdanning. 4. kvartal, etter statistikkvariabel, fagutdanning, alder, kjønn og år"

"statistikkvariabel";"fagutdanning";"alder";"kjønn";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023"
"Sysselsatte";"Bioingeniør";"Alle aldre";"Kvinner";5680;5748;5815;5926;5995;6084;6132;6152;6172;6191;6252;6319;6335;6392;6475;6458
"Sysselsatte";"Bioingeniør";"Alle aldre";"Menn";667;693;714;744;771;780;818;815;850;868;887;918;946;983;1007;1028
"Sysselsatte";"Bioingeniør";"15-39 år";"Kvinner";2173;2171;2149;2176;2179;2204;2201;2197;2231;2267;2323;2367;2427;2457;2514;2533
"Sysselsatte";"Bioingeniør";"15-39 år";"Menn";310;320;315;330;336;317;327;299;328;326;336;358;378;394;421;437
"Sysselsatte";"Bioingeniør";"15-66 år";"Kvinner";5646;5710;5762;5862;5931;5999;6040;6040;6046;6047;6082;6141;6159;6223;6264;6264
"Sysselsatte";"Bioingeniør";"15-66 år";"Menn";664;689;707;738;767;774;813;802;837;856;869;891;917;945;963;987
"Sysselsatte";"Bioingeniør";"15-74 år";"Kvinner";5678;5747;5813;5924;5992;6081;6130;6145;6169;6188;6248;6312;6329;6387;6457;6441
"Sysselsatte";"Bioingeniør";"15-74 år";"Menn";667;693;714;744;771;780;818;812;850;868;887;918;946;983;1007;1025
"Sysselsatte";"Bioingeniør";"40-54 år";"Kvinner";2177;2179;2143;2134;2122;2115;2108;2088;2099;2113;2147;2163;2195;2285;2300;2315
"Sysselsatte";"Bioingeniør";"40-54 år";"Menn";247;236;242;252;261;273;291;311;321;338;345;352;367;383;384;397
"Sysselsatte";"Bioingeniør";"55-66 år";"Kvinner";1296;1360;1470;1552;1630;1680;1731;1755;1716;1667;1612;1611;1537;1481;1450;1416
"Sysselsatte";"Bioingeniør";"55-66 år";"Menn";107;133;150;156;170;184;195;192;188;192;188;181;172;168;158;153
"Sysselsatte";"Barnevernspedagog";"Alle aldre";"Kvinner";7475;7838;8221;8628;8988;9374;9788;10103;10588;10994;11330;11699;12041;12447;12773;13100
"Sysselsatte";"Barnevernspedagog";"Alle aldre";"Menn";1382;1443;1508;1558;1617;1665;1738;1792;1867;1940;2008;2064;2146;2220;2287;2378
"Sysselsatte";"Barnevernspedagog";"15-39 år";"Kvinner";4553;4716;4865;4973;5021;5102;5236;5284;5464;5592;5627;5729;5790;5865;5906;6066
"Sysselsatte";"Barnevernspedagog";"15-39 år";"Menn";536;552;573;581;578;589;603;652;691;717;762;800;855;889;932;976
"Sysselsatte";"Barnevernspedagog";"15-66 år";"Kvinner";7451;7810;8190;8588;8946;9320;9723;10026;10508;10881;11217;11574;11919;12293;12599;12911
"Sysselsatte";"Barnevernspedagog";"15-66 år";"Menn";1379;1437;1501;1552;1605;1644;1714;1762;1826;1893;1957;2015;2092;2153;2209;2300
"Sysselsatte";"Barnevernspedagog";"15-74 år";"Kvinner";7472;7835;8220;8626;8987;9373;9788;10099;10588;10989;11326;11693;12035;12435;12747;13071
"Sysselsatte";"Barnevernspedagog";"15-74 år";"Menn";1382;1443;1508;1558;1617;1665;1738;1792;1867;1940;2005;2061;2143;2216;2276;2367
"Sysselsatte";"Barnevernspedagog";"40-54 år";"Kvinner";2173;2303;2441;2671;2900;3122;3326;3533;3777;3997;4235;4439;4689;4934;5178;5267
"Sysselsatte";"Barnevernspedagog";"40-54 år";"Menn";587;593;618;644;683;706;748;753;767;797;813;812;831;844;843;875
"Sysselsatte";"Barnevernspedagog";"55-66 år";"Kvinner";725;791;884;944;1025;1096;1161;1209;1267;1292;1355;1406;1440;1494;1515;1578
"Sysselsatte";"Barnevernspedagog";"55-66 år";"Menn";256;292;310;327;344;349;363;357;368;379;382;403;406;420;434;449
"Sysselsatte";"Sosionom";"Alle aldre";"Kvinner";9699;10063;10497;10941;11363;11766;12212;12477;13059;13538;14035;14473;15099;15563;16084;16545
"Sysselsatte";"Sosionom";"Alle aldre";"Menn";2698;2783;2815;2889;2903;2961;2959;2966;3020;3028;3070;3080;3175;3227;3268;3349
"Sysselsatte";"Sosionom";"15-39 år";"Kvinner";4463;4630;4837;5103;5342;5514;5707;5890;6186;6416;6632;6817;7124;7290;7486;7679
"Sysselsatte";"Sosionom";"15-39 år";"Menn";787;814;811;809;826;847;836;852;857;873;889;895;947;990;1033;1060
"Sysselsatte";"Sosionom";"15-66 år";"Kvinner";9598;9944;10338;10762;11161;11527;11945;12219;12760;13233;13718;14147;14770;15217;15665;16107
"Sysselsatte";"Sosionom";"15-66 år";"Menn";2667;2734;2768;2822;2826;2851;2822;2821;2846;2848;2870;2864;2974;3015;3045;3112
"Sysselsatte";"Sosionom";"15-74 år";"Kvinner";9695;10058;10491;10938;11360;11758;12206;12471;13050;13523;14015;14449;15074;15529;16005;16455
"Sysselsatte";"Sosionom";"15-74 år";"Menn";2697;2780;2814;2887;2902;2959;2956;2963;3017;3021;3063;3067;3167;3210;3228;3303
"Sysselsatte";"Sosionom";"40-54 år";"Kvinner";3201;3316;3423;3497;3631;3820;4049;4155;4366;4580;4773;5007;5305;5550;5760;5976
"Sysselsatte";"Sosionom";"40-54 år";"Menn";1043;1039;1054;1080;1083;1106;1113;1128;1170;1188;1225;1230;1272;1277;1258;1282
"Sysselsatte";"Sosionom";"55-66 år";"Kvinner";1934;1998;2078;2162;2188;2193;2189;2174;2208;2237;2313;2323;2341;2377;2419;2452
"Sysselsatte";"Sosionom";"55-66 år";"Menn";837;881;903;933;917;898;873;841;819;787;756;739;755;748;754;770
"Sysselsatte";"Øvrig helseutdanning med høgskole";"Alle aldre";"Kvinner";7524;7875;8314;8906;9704;10552;11074;14949;15385;16204;16913;17737;18253;18976;18988;19204
"Sysselsatte";"Øvrig helseutdanning med høgskole";"Alle aldre";"Menn";2716;2553;2648;2800;3033;3196;3340;4731;4859;5116;5307;5692;5976;6216;6457;6554
"Sysselsatte";"Øvrig helseutdanning med høgskole";"15-39 år";"Kvinner";5182;5585;5881;6210;6693;7282;7573;10111;10358;10942;11366;11785;12038;12475;12247;12191
"Sysselsatte";"Øvrig helseutdanning med høgskole";"15-39 år";"Menn";1473;1374;1391;1472;1587;1677;1747;2609;2718;2873;2957;3238;3408;3508;3638;3588
"Sysselsatte";"Øvrig helseutdanning med høgskole";"15-66 år";"Kvinner";7501;7861;8296;8883;9675;10528;11040;14900;15321;16125;16831;17628;18109;18804;18784;18978
"Sysselsatte";"Øvrig helseutdanning med høgskole";"15-66 år";"Menn";2679;2510;2602;2749;2976;3142;3285;4660;4786;5029;5216;5586;5867;6077;6318;6394
"Sysselsatte";"Øvrig helseutdanning med høgskole";"15-74 år";"Kvinner";7523;7875;8314;8905;9704;10552;11074;14946;15385;16200;16909;17730;18243;18971;18968;19183
"Sysselsatte";"Øvrig helseutdanning med høgskole";"15-74 år";"Menn";2712;2550;2642;2796;3031;3194;3337;4726;4854;5110;5300;5680;5964;6200;6441;6532
"Sysselsatte";"Øvrig helseutdanning med høgskole";"40-54 år";"Kvinner";1741;1776;1857;2037;2253;2448;2584;3488;3584;3695;3909;4205;4299;4462;4552;4729
"Sysselsatte";"Øvrig helseutdanning med høgskole";"40-54 år";"Menn";831;791;832;883;967;1005;1042;1434;1430;1519;1630;1688;1768;1843;1910;1977
"Sysselsatte";"Øvrig helseutdanning med høgskole";"55-66 år";"Kvinner";578;500;558;636;729;798;883;1301;1379;1488;1556;1638;1772;1867;1985;2058
"Sysselsatte";"Øvrig helseutdanning med høgskole";"55-66 år";"Menn";375;345;379;394;422;460;496;617;638;637;629;660;691;726;770;829
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Kvinner";1364;1381;1397;1426;1492;1514;1560;1583;1700;1736;956;1088;1166;1232;1332;1437
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"Alle aldre";"Menn";109;113;124;128;139;149;175;185;215;262;261;311;343;428;535;652
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Kvinner";554;567;561;582;596;600;634;657;747;765;662;759;791;816;865;918
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"15-39 år";"Menn";46;49;53;56;61;72;95;113;143;187;210;247;267;337;427;523
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Kvinner";1357;1368;1380;1407;1466;1484;1538;1554;1663;1690;948;1081;1163;1229;1322;1430
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"15-66 år";"Menn";103;108;119;125;137;144;170;179;210;255;258;308;340;425;532;649
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Kvinner";1363;1380;1396;1425;1491;1514;1560;1583;1700;1736;956;1085;1166;1232;1325;1433
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"15-74 år";"Menn";109;113;124;128;139;149;174;185;215;262;258;308;340;428;535;652
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Kvinner";489;485;502;516;557;572;588;600;629;640;239;266;307;344;377;421
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"40-54 år";"Menn";28;28;35;40;41;42;47;46;48;50;40;52;63;78;93;112
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Kvinner";314;316;317;309;313;312;316;297;287;285;47;56;65;69;80;91
"Sysselsatte";"Reseptarfarmasøyt inkl. reseptar";"55-66 år";"Menn";29;31;31;29;35;30;28;20;19;18;8;9;10;10;12;14
"Sysselsatte";"Provisorfarmasøyt";"Alle aldre";"Kvinner";1603;1677;1731;1815;1916;2002;2106;2227;2327;2400;3304;3359;3431;3520;3549;3588
"Sysselsatte";"Provisorfarmasøyt";"Alle aldre";"Menn";572;603;632;640;686;708;735;762;810;825;877;909;918;947;985;1017
"Sysselsatte";"Provisorfarmasøyt";"15-39 år";"Kvinner";940;1004;1026;1068;1124;1166;1224;1297;1323;1340;1469;1450;1446;1454;1442;1405
"Sysselsatte";"Provisorfarmasøyt";"15-39 år";"Menn";299;324;353;362;377;391;403;409;426;418;416;428;425;435;436;433
"Sysselsatte";"Provisorfarmasøyt";"15-66 år";"Kvinner";1575;1654;1707;1786;1873;1960;2067;2191;2295;2366;3225;3283;3369;3460;3486;3526
"Sysselsatte";"Provisorfarmasøyt";"15-66 år";"Menn";558;586;620;625;664;687;711;735;783;800;846;877;888;917;944;966
"Sysselsatte";"Provisorfarmasøyt";"15-74 år";"Kvinner";1601;1675;1728;1814;1914;1998;2105;2227;2327;2397;3298;3354;3427;3513;3538;3577
"Sysselsatte";"Provisorfarmasøyt";"15-74 år";"Menn";571;603;631;639;683;707;733;759;805;822;874;906;915;944;980;1006
"Sysselsatte";"Provisorfarmasøyt";"40-54 år";"Kvinner";409;426;461;491;505;550;600;639;711;763;1230;1284;1342;1422;1451;1520
"Sysselsatte";"Provisorfarmasøyt";"40-54 år";"Menn";172;167;164;156;159;163;183;194;221;242;286;307;335;359;383;412
"Sysselsatte";"Provisorfarmasøyt";"55-66 år";"Kvinner";226;224;220;227;244;244;243;255;261;263;526;549;581;584;593;601
"Sysselsatte";"Provisorfarmasøyt";"55-66 år";"Menn";87;95;103;107;128;133;125;132;136;140;144;142;128;123;125;121
"Sysselsatte";"Lege uten spesialitet";"Alle aldre";"Kvinner";5224;5703;5941;5994;6337;6612;6901;7332;7647;7786;8128;8306;8695;8930;9172;9463
"Sysselsatte";"Lege uten spesialitet";"Alle aldre";"Menn";5138;5564;5424;5377;5558;5620;5605;5668;5839;5853;5936;5956;5994;5992;6109;6204
"Sysselsatte";"Lege uten spesialitet";"15-39 år";"Kvinner";4225;4496;4749;4846;5145;5385;5640;5936;6226;6329;6604;6714;7037;7237;7415;7651
"Sysselsatte";"Lege uten spesialitet";"15-39 år";"Menn";3421;3552;3648;3678;3813;3867;3886;3955;4091;4139;4229;4201;4263;4251;4239;4281
"Sysselsatte";"Lege uten spesialitet";"15-66 år";"Kvinner";5204;5682;5913;5967;6315;6582;6869;7306;7616;7763;8101;8279;8658;8894;9108;9395
"Sysselsatte";"Lege uten spesialitet";"15-66 år";"Menn";5035;5447;5307;5245;5414;5460;5441;5502;5674;5683;5741;5758;5778;5773;5738;5793
"Sysselsatte";"Lege uten spesialitet";"15-74 år";"Kvinner";5223;5702;5939;5993;6336;6610;6900;7327;7644;7786;8128;8306;8692;8927;9145;9437
"Sysselsatte";"Lege uten spesialitet";"15-74 år";"Menn";5134;5560;5419;5369;5555;5613;5595;5640;5824;5838;5914;5933;5975;5963;5949;6021
"Sysselsatte";"Lege uten spesialitet";"40-54 år";"Kvinner";822;985;974;954;988;1006;1037;1165;1169;1194;1245;1309;1358;1377;1401;1436
"Sysselsatte";"Lege uten spesialitet";"40-54 år";"Menn";1032;1178;1034;966;999;1015;1016;1034;1063;1015;1000;1043;1050;1049;1042;1097
"Sysselsatte";"Lege uten spesialitet";"55-66 år";"Kvinner";157;201;190;167;182;191;192;205;221;240;252;256;263;280;292;308
"Sysselsatte";"Lege uten spesialitet";"55-66 år";"Menn";582;717;625;601;602;578;539;513;520;529;512;514;465;473;457;415
"Sysselsatte";"Lege med spesialitet";"Alle aldre";"Kvinner";3477;3612;3869;4103;4317;4598;4988;5246;5608;6172;6515;6947;7383;7823;8364;8851
"Sysselsatte";"Lege med spesialitet";"Alle aldre";"Menn";8093;8056;8396;8578;8636;8717;8891;8783;8872;9148;9198;9352;9379;9533;9917;10094
"Sysselsatte";"Lege med spesialitet";"15-39 år";"Kvinner";360;358;370;435;447;474;565;574;636;786;828;863;875;895;1016;1064
"Sysselsatte";"Lege med spesialitet";"15-39 år";"Menn";535;554;606;683;675;663;714;676;685;795;807;850;877;924;998;1029
"Sysselsatte";"Lege med spesialitet";"15-66 år";"Kvinner";3360;3473;3723;3953;4149;4411;4770;5016;5356;5899;6218;6635;7034;7432;7890;8323
"Sysselsatte";"Lege med spesialitet";"15-66 år";"Menn";7357;7251;7509;7593;7562;7527;7624;7500;7479;7638;7642;7727;7759;7852;8001;8105
"Sysselsatte";"Lege med spesialitet";"15-74 år";"Kvinner";3474;3602;3859;4095;4310;4588;4980;5239;5595;6152;6499;6926;7361;7806;8311;8795
"Sysselsatte";"Lege med spesialitet";"15-74 år";"Menn";8053;8021;8348;8516;8578;8649;8822;8718;8789;9053;9083;9223;9238;9371;9528;9673
"Sysselsatte";"Lege med spesialitet";"40-54 år";"Kvinner";2188;2231;2370;2443;2544;2662;2835;2966;3141;3410;3612;3912;4218;4502;4764;5056
"Sysselsatte";"Lege med spesialitet";"40-54 år";"Menn";3399;3271;3314;3270;3237;3285;3366;3344;3389;3552;3665;3800;3942;4076;4208;4279
"Sysselsatte";"Lege med spesialitet";"55-66 år";"Kvinner";812;884;983;1075;1158;1275;1370;1476;1579;1703;1778;1860;1941;2035;2110;2203
"Sysselsatte";"Lege med spesialitet";"55-66 år";"Menn";3423;3426;3589;3640;3650;3579;3544;3480;3405;3291;3170;3077;2940;2852;2795;2797
"Sysselsatte";"Tannlege";"Alle aldre";"Kvinner";1985;2068;2168;2263;2337;2444;2523;2684;2810;2920;3007;3089;3196;3326;3428;3530
"Sysselsatte";"Tannlege";"Alle aldre";"Menn";2677;2656;2654;2625;2569;2564;2514;2528;2515;2459;2398;2338;2306;2325;2403;2407
"Sysselsatte";"Tannlege";"15-39 år";"Kvinner";872;924;1006;1042;1084;1156;1200;1284;1358;1413;1435;1476;1483;1544;1583;1589
"Sysselsatte";"Tannlege";"15-39 år";"Menn";579;593;620;623;601;627;621;629;632;599;602;603;605;610;611;617
"Sysselsatte";"Tannlege";"15-66 år";"Kvinner";1931;2018;2111;2202;2281;2388;2461;2619;2736;2839;2929;3018;3111;3236;3315;3396
"Sysselsatte";"Tannlege";"15-66 år";"Menn";2361;2314;2293;2260;2202;2192;2133;2141;2129;2068;2013;1990;1978;1995;1961;1968
"Sysselsatte";"Tannlege";"15-74 år";"Kvinner";1981;2066;2164;2259;2336;2440;2517;2680;2807;2920;3004;3083;3193;3323;3414;3515
"Sysselsatte";"Tannlege";"15-74 år";"Menn";2653;2630;2637;2606;2552;2535;2490;2499;2481;2422;2363;2313;2273;2293;2271;2276
"Sysselsatte";"Tannlege";"40-54 år";"Kvinner";723;745;752;788;802;804;816;846;876;917;985;1021;1095;1150;1194;1249
"Sysselsatte";"Tannlege";"40-54 år";"Menn";796;773;728;719;703;684;655;688;709;726;743;736;756;779;787;795
"Sysselsatte";"Tannlege";"55-66 år";"Kvinner";336;349;353;372;395;428;445;489;502;509;509;521;533;542;538;558
"Sysselsatte";"Tannlege";"55-66 år";"Menn";986;948;945;918;898;881;857;824;788;743;668;651;617;606;563;556
"Sysselsatte";"Psykolog";"Alle aldre";"Kvinner";3635;3955;4183;3840;4045;4294;4533;4835;5094;5334;5523;5796;6077;6508;6911;7215
"Sysselsatte";"Psykolog";"Alle aldre";"Menn";2293;2407;2448;2259;2293;2321;2389;2430;2487;2500;2505;2520;2545;2603;2713;2735
"Sysselsatte";"Psykolog";"15-39 år";"Kvinner";1782;1957;2052;1775;1847;1985;2146;2307;2425;2503;2597;2706;2874;3135;3317;3469
"Sysselsatte";"Psykolog";"15-39 år";"Menn";710;764;782;680;680;698;728;758;788;793;778;774;778;817;845;843
"Sysselsatte";"Psykolog";"15-66 år";"Kvinner";3584;3884;4090;3726;3901;4144;4377;4664;4900;5107;5302;5559;5850;6288;6608;6904
"Sysselsatte";"Psykolog";"15-66 år";"Menn";2193;2275;2300;2096;2111;2124;2164;2184;2213;2203;2191;2207;2247;2294;2331;2351
"Sysselsatte";"Psykolog";"15-74 år";"Kvinner";3635;3954;4179;3836;4038;4290;4529;4828;5089;5318;5509;5775;6058;6495;6835;7125
"Sysselsatte";"Psykolog";"15-74 år";"Menn";2289;2401;2443;2256;2287;2316;2382;2420;2474;2477;2483;2492;2525;2579;2608;2611
"Sysselsatte";"Psykolog";"40-54 år";"Kvinner";1241;1344;1421;1367;1464;1537;1593;1679;1766;1878;1962;2064;2151;2264;2372;2460
"Sysselsatte";"Psykolog";"40-54 år";"Menn";793;801;805;714;728;736;766;777;782;812;829;868;922;944;957;986
"Sysselsatte";"Psykolog";"55-66 år";"Kvinner";561;583;617;584;590;622;638;678;709;726;743;789;825;889;919;975
"Sysselsatte";"Psykolog";"55-66 år";"Menn";690;710;713;702;703;690;670;649;643;598;584;565;547;533;529;522
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"Alle aldre";"Kvinner";1409;1301;1423;2281;2590;2865;3125;4685;5013;5441;6027;6457;7125;7607;7916;8733
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"Alle aldre";"Menn";927;831;846;1225;1306;1433;1540;2420;2518;2665;2829;2936;3231;3392;3450;3936
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"15-39 år";"Kvinner";904;903;992;1581;1737;1926;2094;2914;3084;3347;3719;4011;4392;4614;4674;5050
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"15-39 år";"Menn";540;543;532;768;797;861;929;1335;1371;1423;1506;1532;1672;1734;1668;1793
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"15-66 år";"Kvinner";1375;1295;1413;2269;2581;2849;3108;4652;4971;5399;5977;6407;7059;7544;7841;8641
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"15-66 år";"Menn";919;826;842;1211;1291;1415;1514;2369;2473;2613;2768;2878;3151;3302;3346;3796
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"15-74 år";"Kvinner";1409;1301;1422;2281;2590;2865;3125;4685;5009;5438;6027;6457;7122;7603;7904;8717
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"15-74 år";"Menn";926;831;846;1225;1306;1432;1539;2420;2518;2665;2826;2933;3228;3386;3428;3910
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"40-54 år";"Kvinner";347;301;324;553;675;755;829;1407;1524;1673;1817;1926;2152;2352;2499;2800
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"40-54 år";"Menn";256;199;212;323;352;405;439;791;826;906;971;1060;1148;1213;1301;1504
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"55-66 år";"Kvinner";124;91;97;135;169;168;185;331;363;379;441;470;515;578;668;791
"Sysselsatte";"Øvrig helseutdanning på universitetsnivå";"55-66 år";"Menn";123;84;98;120;142;149;146;243;276;284;291;286;331;355;377;499
"Avtalte årsverk";"Helsesekretær";"Alle aldre";"Kvinner";8754.3;8849.8;8952.9;9183.0;9342.7;9476.8;9635.0;9770.5;9893.1;10017.2;10089.6;10217.3;10286.5;10509.5;10605.9;10781.8
"Avtalte årsverk";"Helsesekretær";"Alle aldre";"Menn";55.5;58.9;60.5;58.5;64.5;65.7;70.3;76.1;75.3;84.6;86.9;100.0;102.9;117.0;131.7;130.9
"Avtalte årsverk";"Helsesekretær";"15-39 år";"Kvinner";3994.7;3830.4;3617.9;3498.2;3365.3;3199.0;3128.4;3087.9;3088.4;3138.7;3122.1;3148.2;3202.3;3242.9;3278.5;3339.2
"Avtalte årsverk";"Helsesekretær";"15-39 år";"Menn";45.4;48.3;47.8;45.9;48.1;48.9;49.1;56.2;56.1;61.7;57.1;64.5;54.4;65.0;74.5;70.9
"Avtalte årsverk";"Helsesekretær";"15-66 år";"Kvinner";8731.4;8824.6;8926.0;9144.5;9302.8;9417.4;9569.4;9703.5;9818.2;9926.9;9988.3;10119.9;10186.8;10391.1;10465.5;10641.2
"Avtalte årsverk";"Helsesekretær";"15-66 år";"Menn";55.5;58.9;60.5;58.5;64.5;65.7;70.3;76.1;75.3;84.6;86.9;100.0;102.9;117.0;131.7;130.9
"Avtalte årsverk";"Helsesekretær";"15-74 år";"Kvinner";8754.3;8849.8;8952.9;9182.5;9342.5;9476.6;9634.2;9768.7;9890.8;10015.1;10088.1;10215.4;10283.9;10504.5;10597.0;10770.7
"Avtalte årsverk";"Helsesekretær";"15-74 år";"Menn";55.5;58.9;60.5;58.5;64.5;65.7;70.3;76.1;75.3;84.6;86.9;100.0;102.9;117.0;131.7;130.9
"Avtalte årsverk";"Helsesekretær";"40-54 år";"Kvinner";3689.3;3830.1;4003.9;4220.4;4376.6;4515.1;4641.3;4726.7;4761.9;4712.1;4718.9;4686.3;4574.3;4626.9;4581.0;4599.5
"Avtalte årsverk";"Helsesekretær";"40-54 år";"Menn";10.1;10.6;11.7;10.6;14.4;14.7;18.1;16.9;15.5;18.5;25.8;32.0;43.0;44.9;50.0;51.0
"Avtalte årsverk";"Helsesekretær";"55-66 år";"Kvinner";1047.3;1164.1;1304.3;1425.9;1560.9;1703.3;1799.6;1888.9;1967.9;2076.1;2147.3;2285.5;2410.2;2521.2;2606.0;2702.5
"Avtalte årsverk";"Helsesekretær";"55-66 år";"Menn";0.0;0.0;..;..;..;..;3.2;3.0;3.7;4.3;4.0;3.4;5.5;7.1;7.1;9.0
"Avtalte årsverk";"Hjelpepleier";"Alle aldre";"Kvinner";53767.7;53372.3;51935.5;50711.0;48772.8;46512.2;44497.2;42293.9;40503.9;38607.0;36624.0;34801.3;32543.9;30758.5;29024.9;27385.1
"Avtalte årsverk";"Hjelpepleier";"Alle aldre";"Menn";4262.5;4283.6;4190.1;4111.9;3937.6;3791.1;3709.3;3504.3;3365.7;3236.1;3081.9;2957.2;2793.9;2654.2;2522.6;2414.8
"Avtalte årsverk";"Hjelpepleier";"15-39 år";"Kvinner";14745.1;13984.6;12725.3;11495.2;10143.6;8877.0;7880.5;7069.2;6446.9;5887.1;5302.5;4695.7;4115.5;3582.9;3076.1;2579.2
"Avtalte årsverk";"Hjelpepleier";"15-39 år";"Menn";1250.8;1219.6;1094.9;990.5;852.2;728.6;658.5;586.3;513.9;455.0;380.6;321.0;259.8;216.6;186.1;165.2
"Avtalte årsverk";"Hjelpepleier";"15-66 år";"Kvinner";53053.0;52590.2;51106.4;49836.6;47823.9;45486.3;43392.2;41092.3;39243.1;37307.8;35274.4;33382.6;31141.4;29197.0;27388.7;25568.2
"Avtalte årsverk";"Hjelpepleier";"15-66 år";"Menn";4234.9;4254.2;4156.1;4075.1;3893.2;3739.9;3642.8;3436.2;3292.7;3155.5;2986.9;2851.7;2688.0;2533.8;2390.5;2258.0
"Avtalte årsverk";"Hjelpepleier";"15-74 år";"Kvinner";53725.0;53326.6;51878.7;50664.6;48722.2;46465.3;44450.0;42220.0;40426.1;38531.7;36530.0;34697.7;32447.5;30627.6;28840.9;27190.0
"Avtalte årsverk";"Hjelpepleier";"15-74 år";"Menn";4261.6;4283.3;4189.1;4110.9;3936.4;3789.2;3708.3;3502.8;3363.8;3234.3;3080.8;2953.6;2787.4;2650.5;2512.4;2397.8
"Avtalte årsverk";"Hjelpepleier";"40-54 år";"Kvinner";24549.6;24058.5;23159.7;22411.2;21359.1;20189.8;19006.6;17839.0;16951.3;16005.1;15083.0;14288.9;13389.1;12681.4;12059.8;11281.6
"Avtalte årsverk";"Hjelpepleier";"40-54 år";"Menn";2210.3;2211.2;2145.1;2060.1;1965.4;1892.5;1832.4;1672.9;1586.7;1491.0;1441.4;1343.1;1245.5;1157.5;1036.8;938.5
"Avtalte årsverk";"Hjelpepleier";"55-66 år";"Kvinner";13758.3;14547.1;15221.3;15930.2;16321.2;16419.5;16505.1;16184.1;15844.9;15415.5;14888.8;14398.0;13636.8;12932.7;12252.8;11707.4
"Avtalte årsverk";"Hjelpepleier";"55-66 år";"Menn";773.8;823.4;916.2;1024.5;1075.5;1118.7;1151.8;1177.0;1192.2;1209.5;1164.9;1187.6;1182.6;1159.7;1167.6;1154.3
